,link,primary name,secondary name,symptoms
69,https://www.mayoclinic.org/diseases-conditions/hair-loss/symptoms-causes/syc-20372926,Hair loss,AlopeciaSee Hair loss,"['Gradual thinning on top of head.This is the most common type of hair loss, affecting people as they age. In men, hair often begins to recede at the hairline on the forehead. Women typically have a broadening of the part in their hair. An increasingly common hair loss pattern in older women is a receding hairline (frontal fibrosing alopecia).', 'Circular or patchy bald spots.Some people lose hair in circular or patchy bald spots on the scalp, beard or eyebrows. Your skin may become itchy or painful before the hair falls out.', 'Sudden loosening of hair.A physical or emotional shock can cause hair to loosen. Handfuls of hair may come out when combing or washing your hair or even after gentle tugging. This type of hair loss usually causes overall hair thinning but is temporary.', 'Full-body hair loss.Some conditions and medical treatments, such as chemotherapy for cancer, can result in the loss of hair all over your body. The hair usually grows back.', 'Patches of scaling that spread over the scalp.This is a sign of ringworm. It may be accompanied by broken hair, redness, swelling and, at times, oozing.']"
70,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608,Alpha-gal syndrome,Alpha-gal syndrome,"['Red meat, such as beef, pork or lamb.', 'Organ meats.', 'Products made from mammals, such as gelatins or dairy products.']"
71,https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/symptoms-causes/syc-20354022,Amyotrophic lateral sclerosis (ALS),ALSSee Amyotrophic lateral sclerosis,"['Trouble walking or doing usual daily activities.', 'Tripping and falling.', 'Weakness in the legs, feet or ankles.', 'Hand weakness or clumsiness.', 'Slurred speech or trouble swallowing.', 'Weakness associated with muscle cramps and twitching in the arms, shoulders and tongue.', 'Untimely crying, laughing or yawning.', 'Thinking or behavioral changes.']"
72,https://www.mayoclinic.org/diseases-conditions/dry-socket/symptoms-causes/syc-20354376,Dry socket,Alveolar osteitisSee Dry socket,"['Severe pain within a few days after removing a tooth.', 'Loss of part or all of the blood clot at the tooth removal site. The socket may look empty.', 'Bone that you can see in the socket.', 'Pain that spreads from the socket to your ear, eye, temple or neck on the same side of your face as the tooth removal.', 'Bad breath or a foul odor coming from your mouth.', 'Bad taste in your mouth.']"
73,https://www.mayoclinic.org/diseases-conditions/alzheimers-disease/symptoms-causes/syc-20350447,Alzheimer's disease,Alzheimer's disease,"['Repeat statements and questions over and over.', 'Forget conversations, appointments or events.', ""Misplace items, often putting them in places that don't make sense."", 'Get lost in places they used to know well.', 'Eventually forget the names of family members and everyday objects.', 'Have trouble finding the right words for objects, expressing thoughts or taking part in conversations.']"
74,https://www.mayoclinic.org/diseases-conditions/ambiguous-genitalia/symptoms-causes/syc-20369273,Ambiguous genitalia,Ambiguous genitalia,"['An enlarged clitoris, which may resemble a penis', 'Closed labia, or labia that include folds and resemble a scrotum', 'Lumps that feel like testes in the fused labia']"
75,https://www.mayoclinic.org/diseases-conditions/lazy-eye/symptoms-causes/syc-20352391,Lazy eye (amblyopia),AmblyopiaSee Lazy eye,"['An eye that wanders inward or outward', 'Eyes that appear to not work together', 'Poor depth perception', 'Squinting or shutting an eye', 'Head tilting', 'Abnormal results of vision screening tests']"
76,https://www.mayoclinic.org/diseases-conditions/ameloblastoma/symptoms-causes/syc-20351278,Ameloblastoma,Ameloblastoma,"['Conventional ameloblastoma.This is the most common type and grows aggressively, usually in the lower jawbone, and approximately 10% recur after treatment.', 'Unicystic ameloblastoma.This type is less aggressive, but typically occurs at a younger age. The tumor is often in the back of the lower jawbone at the molars. Recurrence is possible after treatment.', 'Peripheral ameloblastoma.This type is rare and affects the gums and oral tissue in the upper or lower jaw. The tumor has a low risk of recurrence after treatment.', 'Metastasizing ameloblastoma.This type is very rare and is defined by tumor cells that occur away from the primary site in the jaw.']"
77,https://www.mayoclinic.org/diseases-conditions/amenorrhea/symptoms-causes/syc-20369299,Amenorrhea,Amenorrhea,"['Milky nipple discharge', 'Hair loss', 'Headache', 'Vision changes', 'Excess facial hair', 'Pelvic pain', 'Acne']"
78,https://www.mayoclinic.org/diseases-conditions/amnesia/symptoms-causes/syc-20353360,Amnesia,Amnesia,"['Trouble learning new information.', 'Trouble remembering past events and previously familiar information.']"
79,https://www.mayoclinic.org/diseases-conditions/transient-global-amnesia/symptoms-causes/syc-20378531,Transient global amnesia,"Amnesia, transient globalSee Transient global amnesia","['Sudden onset of confusion that includes memory loss, seen by a witness', 'Being awake and alert and knowing who you are, despite memory loss', 'Normal cognition, such as the ability to recognize and name familiar objects and follow simple directions', ""No signs of damage to a particular area of the brain, such as being unable to move an arm or leg, movements you can't control, or problems understanding words""]"
80,https://www.mayoclinic.org/diseases-conditions/ampullary-cancer/symptoms-causes/syc-20355066,Ampullary cancer,Ampullary cancer,"['Yellowing of the skin and eyes (jaundice)', 'Clay-colored stools', 'Abdominal pain', 'Fever', 'Bleeding from the rectum', 'Nausea', 'Vomiting', 'Weight loss']"
81,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,Amyloidosis,Amyloid diseaseSee Amyloidosis,"['Severe fatigue and weakness', 'Shortness of breath', 'Numbness, tingling, or pain in the hands or feet', 'Swelling of the ankles and legs', 'Diarrhea, possibly with blood, or constipation', 'An enlarged tongue, which sometimes looks rippled around its edge', 'Skin changes, such as thickening or easy bruising, and purplish patches around the eyes']"
82,https://www.mayoclinic.org/diseases-conditions/anal-cancer/symptoms-causes/syc-20354140,Anal cancer,Anal cancer,"['Bleeding from the anus or rectum', 'Pain in the area of the anus', 'A mass or growth in the anal canal', 'Anal itching']"
83,https://www.mayoclinic.org/diseases-conditions/anal-fissure/symptoms-causes/syc-20351424,Anal fissure,Anal fissure,"['Pain during bowel movements.', 'Pain after bowel movements that can last up to several hours.', 'Bright red blood on the stool or toilet paper after a bowel movement.', 'A visible crack in the skin around the anus.', 'A small lump or skin tag on the skin near the anal fissure.']"
84,https://www.mayoclinic.org/diseases-conditions/anal-fistula/symptoms-causes/syc-20352871,Anal fistula,Anal fistula,"['An opening on the skin around the anus', 'A red, inflamed area around the tunnel opening', 'Oozing of pus, blood or stool from the tunnel opening', 'Pain in the rectum and anus, especially when sitting or passing stool', 'Fever']"
85,https://www.mayoclinic.org/diseases-conditions/anal-itching/symptoms-causes/syc-20369345,Anal itching,Anal itching,"['Anal itching is severe or constant', 'You have anal bleeding or stool leakage', 'The anal area seems to be infected', ""You can't figure out what's causing a constant itch""]"
86,https://www.mayoclinic.org/diseases-conditions/anaphylaxis/symptoms-causes/syc-20351468,Anaphylaxis,Anaphylaxis,"['Skin reactions, including hives and itching and flushed or pale skin', 'Low blood pressure (hypotension)', 'Constriction of the airways and a swollen tongue or throat, which can cause wheezing and trouble breathing', 'A weak and rapid pulse', 'Nausea, vomiting or diarrhea', 'Dizziness or fainting']"
87,https://www.mayoclinic.org/diseases-conditions/anemia/symptoms-causes/syc-20351360,Anemia,Anemia,"['Tiredness.', 'Weakness.', 'Shortness of breath.', 'Pale or yellowish skin, which might be more obvious on white skin than on Black or brown skin.', 'Irregular heartbeat.', 'Dizziness or lightheadedness.', 'Chest pain.', 'Cold hands and feet.', 'Headaches.']"
88,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/symptoms-causes/syc-20355015,Aplastic anemia,"Anemia, aplasticSee Aplastic anemia","['Fatigue', 'Shortness of breath', 'Rapid or irregular heart rate', 'Pale skin', 'Frequent or prolonged infections', 'Unexplained or easy bruising', 'Nosebleeds and bleeding gums', 'Prolonged bleeding from cuts', 'Skin rash', 'Dizziness', 'Headache', 'Fever']"
89,https://www.mayoclinic.org/diseases-conditions/thalassemia/symptoms-causes/syc-20354995,Thalassemia,"Anemia, Cooley'sSee Thalassemia","['Fatigue', 'Weakness', 'Pale or yellowish skin', 'Facial bone deformities', 'Slow growth', 'Abdominal swelling', 'Dark urine']"
90,https://www.mayoclinic.org/diseases-conditions/iron-deficiency-anemia/symptoms-causes/syc-20355034,Iron deficiency anemia,"Anemia, iron deficiencySee Iron deficiency anemia","['Extreme fatigue', 'Weakness', 'Pale skin', 'Chest pain, fast heartbeat or shortness of breath', 'Headache, dizziness or lightheadedness', 'Cold hands and feet', 'Inflammation or soreness of your tongue', 'Brittle nails', 'Unusual cravings for non-nutritive substances, such as ice, dirt or starch', 'Poor appetite, especially in infants and children with iron deficiency anemia']"
91,https://www.mayoclinic.org/diseases-conditions/sickle-cell-anemia/symptoms-causes/syc-20355876,Sickle cell anemia,"Anemia, sickle cellSee Sickle cell anemia","[""Anemia.Sickle cells break apart easily and die. Red blood cells usually live for about 120 days before they need to be replaced. But sickle cells typically die in 10 to 20 days, leaving a shortage of red blood cells (anemia). Without enough red blood cells, the body can't get enough oxygen and this causes fatigue."", 'Episodes of pain.Periodic episodes of extreme pain, called pain crises, are a major symptom of sickle cell anemia. Pain develops when sickle-shaped red blood cells block blood flow through tiny blood vessels to your chest, abdomen and joints.The pain varies in intensity and can last for a few hours to a few days. Some people have only a few pain crises a year. Others have a dozen or more a year. A severe pain crisis requires a hospital stay.Some adolescents and adults with sickle cell anemia also have chronic pain, which can result from bone and joint damage, ulcers, and other causes.', 'Swelling of hands and feet.The swelling is caused by sickle-shaped red blood cells blocking blood circulation in the hands and feet.', 'Frequent infections.Sickle cells can damage the spleen, increasing vulnerability to infections. Infants and children with sickle cell anemia commonly receive vaccinations and antibiotics to prevent potentially life-threatening infections, such as pneumonia.', 'Delayed growth or puberty.Red blood cells provide the body with the oxygen and nutrients needed for growth. A shortage of healthy red blood cells can slow growth in infants and children and delay puberty in teenagers.', 'Vision problems.Tiny blood vessels that supply the eyes can become plugged with sickle cells. This can damage the retina — the portion of the eye that processes visual images — and lead to vision problems.']"
92,https://www.mayoclinic.org/diseases-conditions/vitamin-deficiency-anemia/symptoms-causes/syc-20355025,Vitamin deficiency anemia,"Anemia, vitamin deficiencySee Vitamin deficiency anemia","['Fatigue', 'Shortness of breath', 'Dizziness', 'Pale or yellowish skin', 'Irregular heartbeats', 'Weight loss', 'Numbness or tingling in the hands and feet', 'Muscle weakness', 'Personality changes', 'Unsteady movements', 'Mental confusion or forgetfulness']"
93,https://www.mayoclinic.org/diseases-conditions/aortic-aneurysm/symptoms-causes/syc-20369472,Aortic aneurysm,"Aneurysm, aorticSee Aortic aneurysm",None
94,https://www.mayoclinic.org/diseases-conditions/brain-aneurysm/symptoms-causes/syc-20361483,Brain aneurysm,"Aneurysm, brainSee Brain aneurysm","['Nausea and vomiting', 'Stiff neck', 'Blurred or double vision', 'Sensitivity to light', 'Seizure', 'A drooping eyelid', 'Loss of consciousness', 'Confusion']"
95,https://www.mayoclinic.org/diseases-conditions/popliteal-artery-aneurysm/symptoms-causes/syc-20355432,Popliteal artery aneurysm,"Aneurysm, poplitealSee Popliteal artery aneurysm","['Knee pain.', 'Lower leg pain.', 'Swelling behind the knee.', 'Pulsing feeling behind the knee.']"
96,https://www.mayoclinic.org/diseases-conditions/thoracic-aortic-aneurysm/symptoms-causes/syc-20350188,Thoracic aortic aneurysm,"Aneurysm, thoracic aorticSee Thoracic aortic aneurysm","['Back pain.', 'Cough.', 'Weak, scratchy voice.', 'Shortness of breath.', 'Tenderness or pain in the chest.']"
97,https://www.mayoclinic.org/diseases-conditions/aneurysms/symptoms-causes/syc-20354633,Aneurysms,Aneurysms,None
98,https://www.mayoclinic.org/diseases-conditions/angelman-syndrome/symptoms-causes/syc-20355621,Angelman syndrome,Angelman syndrome,"['Developmental delays, including no crawling or babbling at 6 to 12 months', 'Intellectual disability', 'No speech or minimal speech', 'Difficulty walking, moving or balancing well', 'Frequent smiling and laughter', 'Happy, excitable personality', 'Sucking or feeding difficulty', 'Trouble going to sleep and staying asleep']"
